Year,m,d,Time,Time zone,Cloud amount (1/8),Relative humidity (%),Precipitation intensity (mm/h),Air temperature (degC),Wind speed (m/s)
2019,4,1,06:30,UTC,0,65,0,2.3,4.5
2019,4,1,06:40,UTC,0,64,0,2.5,4.2
2019,4,1,06:50,UTC,0,64,0,2.6,4.5
2019,4,1,07:00,UTC,0,61,0,3.3,4.1
2019,4,1,07:10,UTC,0,62,0,3.2,5
2019,4,1,07:20,UTC,0,62,0,3.3,5.3
2019,4,1,07:30,UTC,0,59,0,3.4,4.9
2019,4,1,07:40,UTC,0,56,0,3.7,4.5
2019,4,1,07:50,UTC,0,60,0,4.1,4.6
2019,4,1,08:00,UTC,0,55,0,4.1,5.2
2019,4,1,08:10,UTC,0,55,0,4.5,5
2019,4,1,08:20,UTC,0,52,0,4.5,5.5
2019,4,1,08:30,UTC,0,51,0,4.9,6
2019,4,1,08:40,UTC,0,48,0,5.3,4.4
2019,4,1,08:50,UTC,0,46,0,5.2,4.3
2019,4,1,09:00,UTC,0,42,0,5.2,6.1
2019,4,1,09:10,UTC,0,42,0,5.4,5.4
2019,4,1,09:20,UTC,0,40,0,5.6,5.3
2019,4,1,09:30,UTC,0,40,0,5.9,6.2
2019,4,1,09:40,UTC,0,40,0,5.8,6.2
2019,4,1,09:50,UTC,0,40,0,6.1,7.2
2019,4,1,10:00,UTC,0,39,0,6.4,5.2
2019,4,1,10:10,UTC,0,35,0,6.6,5.7
2019,4,1,10:20,UTC,0,38,0,6.5,5.3
2019,4,1,10:30,UTC,0,38,0,6.8,5.5
2019,4,1,10:40,UTC,0,37,0,6.6,7.3
2019,4,1,10:50,UTC,0,33,0,6.7,7.7
2019,4,1,11:00,UTC,0,34,0,7,5
2019,4,1,11:10,UTC,0,36,0,7.1,5.7
2019,4,1,11:20,UTC,0,34,0,7.5,5
2019,4,1,11:30,UTC,0,31,0,7.3,6.8
2019,4,1,11:40,UTC,0,31,0,7.3,5.8
2019,4,1,11:50,UTC,0,31,0,6.9,8.5
2019,4,1,12:00,UTC,0,31,0,7.6,7.8
2019,4,1,12:10,UTC,0,30,0,7.5,7.3
2019,4,1,12:20,UTC,0,31,0,7.6,7.4
2019,4,1,12:30,UTC,0,31,0,7.6,8.1
2019,4,1,12:40,UTC,0,30,0,7.7,6.9
2019,4,1,12:50,UTC,0,30,0,7.6,7.3
2019,4,1,13:00,UTC,0,30,0,7.8,8
2019,4,1,13:10,UTC,0,30,0,8,6.9
2019,4,1,13:20,UTC,0,31,0,7.9,6.9
2019,4,1,13:30,UTC,0,32,0,7.8,8.4
2019,4,1,13:40,UTC,0,30,0,7.8,6.9
2019,4,1,13:50,UTC,0,30,0,7.8,6.7
2019,4,1,14:00,UTC,0,32,0,7.6,8.2
2019,4,1,14:10,UTC,0,32,0,7.9,7.8
2019,4,1,14:20,UTC,0,32,0,8,5.3
2019,4,1,14:30,UTC,0,31,0,7.6,6.8
2019,4,1,14:40,UTC,0,33,0,7.6,7.2
2019,4,1,14:50,UTC,0,31,0,7.6,5.5
2019,4,1,15:00,UTC,0,29,0,7.3,6.5
2019,4,1,15:10,UTC,0,31,0,7.4,5
2019,4,1,15:20,UTC,0,35,0,6.9,6.1
2019,4,1,15:30,UTC,0,35,0,6.8,6.7
2019,4,1,15:40,UTC,0,37,0,6.3,7.3
2019,4,1,15:50,UTC,0,38,0,6.2,6
2019,4,1,16:00,UTC,0,38,0,6,6.6
2019,4,1,16:10,UTC,0,38,0,5.9,7.5
2019,4,1,16:20,UTC,0,39,0,5.6,6.1
2019,4,1,16:30,UTC,0,39,0,5.5,7
2019,4,1,16:40,UTC,0,43,0,5,6.8
2019,4,1,16:50,UTC,0,44,0,4.8,6.8
2019,4,1,17:00,UTC,0,45,0,4.6,6
2019,4,1,17:10,UTC,0,47,0,4.2,5
2019,4,1,17:20,UTC,0,48,0,4.2,5.6
2019,4,1,17:30,UTC,0,48,0,3.9,5.6
2019,4,1,17:40,UTC,0,48,0,3.8,5.7
2019,4,1,17:50,UTC,0,50,0,3.4,5.7
2019,4,1,18:00,UTC,0,52,0,3.1,5.1
2019,4,1,18:10,UTC,0,64,0,2.6,4.7
2019,4,1,18:20,UTC,0,65,0,2.3,4.8
2019,4,1,18:30,UTC,0,62,0,2.7,5.1
2019,4,1,18:40,UTC,0,62,0,2.5,5.7
2019,4,1,18:50,UTC,0,61,0,2.6,5.2
2019,4,1,19:00,UTC,0,63,0,2.1,4.5
2019,4,1,19:10,UTC,0,64,0,1.8,4.5
2019,4,1,19:20,UTC,0,62,0,2,4.3
2019,4,1,19:30,UTC,0,65,0,1.4,3.6
2019,4,1,19:40,UTC,0,68,0,1.2,4.2
2019,4,1,19:50,UTC,0,66,0,1.5,5.1
2019,4,1,20:00,UTC,0,66,0,1.4,5.5
2019,4,1,20:10,UTC,0,68,0,1.2,5
2019,4,1,20:20,UTC,0,70,0,1,4.8
2019,4,1,20:30,UTC,0,71,0,0.9,4.9
2019,4,1,20:40,UTC,0,75,0,0.3,4.2
2019,4,1,20:50,UTC,0,76,0,0.3,4.3
2019,4,1,21:00,UTC,0,78,0,0.3,4.2
2019,4,1,21:10,UTC,0,79,0,0.5,4.9
2019,4,1,21:20,UTC,0,80,0,0.4,4.8
2019,4,1,21:30,UTC,0,82,0,0.2,5.1
2019,4,1,21:40,UTC,0,82,0,0.4,5
2019,4,1,21:50,UTC,0,82,0,0.4,5.5
2019,4,1,22:00,UTC,0,82,0,0.2,5.3
2019,4,1,22:10,UTC,0,82,0,0.4,5.4
2019,4,1,22:20,UTC,0,82,0,0.5,5.7
2019,4,1,22:30,UTC,0,84,0,0.5,5
2019,4,1,22:40,UTC,0,83,0,0.6,5.4
2019,4,1,22:50,UTC,0,84,0,0.6,4.7
2019,4,1,23:00,UTC,0,84,0,0.4,4.8
2019,4,1,23:10,UTC,0,84,0,0.5,4.8
2019,4,1,23:20,UTC,0,83,0,0.6,4.6
2019,4,1,23:30,UTC,0,84,0,0.3,4
2019,4,1,23:40,UTC,0,85,0,0.3,4.3
2019,4,1,23:50,UTC,0,84,0,0.3,4.7
2019,4,2,00:00,UTC,0,85,0,0.2,5
2019,4,2,00:10,UTC,0,84,0,0.5,5
2019,4,2,00:20,UTC,0,84,0,0.4,5.2
2019,4,2,00:30,UTC,0,85,0,0.3,4.6
2019,4,2,00:40,UTC,0,84,0,0.4,4.7
2019,4,2,00:50,UTC,0,84,0,0.2,4.1
2019,4,2,01:00,UTC,0,85,0,0.3,4.1
2019,4,2,01:10,UTC,0,85,0,0.2,5.2
2019,4,2,01:20,UTC,0,84,0,0.3,4.9
2019,4,2,01:30,UTC,0,84,0,0.2,4.5
2019,4,2,01:40,UTC,0,84,0,0.4,4.5
2019,4,2,01:50,UTC,1,85,0,0.2,4.7
2019,4,2,02:00,UTC,3,84,0,0.4,4.5
2019,4,2,02:10,UTC,5,83,0,0.4,4.5
2019,4,2,02:20,UTC,7,84,0,0.3,4.2
2019,4,2,02:30,UTC,7,84,0,0.3,4
2019,4,2,02:40,UTC,5,83,0,0.2,4.2
2019,4,2,02:50,UTC,3,83,0,0.2,4.3
2019,4,2,03:00,UTC,3,81,0,0.5,4.4
2019,4,2,03:10,UTC,3,82,0,0.2,4.1
2019,4,2,03:20,UTC,3,82,0,0.1,4
2019,4,2,03:30,UTC,3,83,0,0,4.4
2019,4,2,03:40,UTC,3,81,0,0.4,4.7
2019,4,2,03:50,UTC,5,82,0,0.3,4.2
2019,4,2,04:00,UTC,5,81,0,0.5,4.1
2019,4,2,04:10,UTC,7,81,0,0.7,4.2
2019,4,2,04:20,UTC,7,81,0,0.9,4.6
2019,4,2,04:30,UTC,5,82,0,1,4.3
2019,4,2,04:40,UTC,5,83,0,1,4
2019,4,2,04:50,UTC,5,84,0,1.2,4.5
2019,4,2,05:00,UTC,5,85,0,1.3,4.5
2019,4,2,05:10,UTC,1,86,0,1.4,4.1
2019,4,2,05:20,UTC,1,88,0,1.5,4.1
2019,4,2,05:30,UTC,0,87,0,1.6,4.5
2019,4,2,05:40,UTC,0,86,0,1.9,4.4
2019,4,2,05:50,UTC,1,85,0,2.2,4.8
2019,4,2,06:00,UTC,1,83,0,2.6,5
2019,4,2,06:10,UTC,1,83,0,2.6,5.4
2019,4,2,06:20,UTC,1,81,0,2.7,5.6
2019,4,2,06:30,UTC,1,80,0,2.9,5.9
2019,4,2,06:40,UTC,1,77,0,3.2,6.1
2019,4,2,06:50,UTC,1,76,0,3.4,7.1
2019,4,2,07:00,UTC,1,76,0,3.3,6.8
2019,4,2,07:10,UTC,1,73,0,3.7,6.7
2019,4,2,07:20,UTC,1,75,0,3.7,5.4
2019,4,2,07:30,UTC,1,73,0,4,4.6
2019,4,2,07:40,UTC,1,73,0,4.2,5.2
2019,4,2,07:50,UTC,1,75,0,4,6.1
2019,4,2,08:00,UTC,1,72,0,4.2,5.9
2019,4,2,08:10,UTC,1,72,0,4.1,6.5
2019,4,2,08:20,UTC,1,71,0,4.4,5.5
2019,4,2,08:30,UTC,1,72,0,4.8,5.3
2019,4,2,08:40,UTC,1,70,0,5,6
2019,4,2,08:50,UTC,1,72,0,4.1,7.8
2019,4,2,09:00,UTC,1,71,0,4.3,6.3
2019,4,2,09:10,UTC,0,70,0,5,6.1
2019,4,2,09:20,UTC,0,68,0,5,6
2019,4,2,09:30,UTC,1,69,0,4.8,6.3
2019,4,2,09:40,UTC,1,67,0,4.9,6.3
2019,4,2,09:50,UTC,3,67,0,5.1,6.3
2019,4,2,10:00,UTC,1,66,0,5.1,6.1
2019,4,2,10:10,UTC,1,65,0,5.2,7.1
2019,4,2,10:20,UTC,0,66,0,5,6.8
2019,4,2,10:30,UTC,0,63,0,5.7,6.3
2019,4,2,10:40,UTC,0,63,0,5.5,7.1
2019,4,2,10:50,UTC,0,60,0,5.5,7
2019,4,2,11:00,UTC,0,59,0,5.9,6.1
2019,4,2,11:10,UTC,1,56,0,5.6,7.3
2019,4,2,11:20,UTC,1,54,0,5.5,6.9
2019,4,2,11:30,UTC,1,52,0,5.9,6.3
2019,4,2,11:40,UTC,0,53,0,6.5,5.2
2019,4,2,11:50,UTC,0,48,0,6.1,6.3
2019,4,2,12:00,UTC,0,47,0,5.8,6.9
2019,4,2,12:10,UTC,0,46,0,5.7,7.1
2019,4,2,12:20,UTC,0,44,0,6.4,6.9
2019,4,2,12:30,UTC,0,43,0,6.1,6.9
2019,4,2,12:40,UTC,0,42,0,6.6,6.6
2019,4,2,12:50,UTC,0,44,0,6.7,5.5
2019,4,2,13:00,UTC,0,43,0,6,5.8
2019,4,2,13:10,UTC,0,43,0,6.4,6.4
2019,4,2,13:20,UTC,0,43,0,5.7,7.6
2019,4,2,13:30,UTC,0,44,0,5.9,6.5
2019,4,2,13:40,UTC,0,42,0,6.4,5.9
2019,4,2,13:50,UTC,0,43,0,6.2,5.3
2019,4,2,14:00,UTC,0,42,0,5.9,5.8
2019,4,2,14:10,UTC,0,43,0,6.1,5.1
2019,4,2,14:20,UTC,0,42,0,6.2,4.3
2019,4,2,14:30,UTC,0,45,0,6.4,5.1
2019,4,2,14:40,UTC,0,44,0,6,5.7
2019,4,2,14:50,UTC,0,45,0,6,5.2
2019,4,2,15:00,UTC,0,44,0,5.9,5.1
2019,4,2,15:10,UTC,0,45,0,5.9,4.9
2019,4,2,15:20,UTC,0,46,0,5.8,4.8
2019,4,2,15:30,UTC,0,48,0,5.7,5.5
2019,4,2,15:40,UTC,0,51,0,5.6,4.1
2019,4,2,15:50,UTC,0,49,0,5.4,4.1
2019,4,2,16:00,UTC,0,51,0,5.3,3.7
2019,4,2,16:10,UTC,0,50,0,5.2,3.7
2019,4,2,16:20,UTC,0,50,0,5.1,4.2
2019,4,2,16:30,UTC,0,51,0,4.9,4.4
2019,4,2,16:40,UTC,0,54,0,4.2,3.4
2019,4,2,16:50,UTC,0,56,0,3.9,3.4
2019,4,2,17:00,UTC,0,55,0,3.9,3.3
2019,4,2,17:10,UTC,0,55,0,3.7,3.4
2019,4,2,17:20,UTC,0,55,0,3.7,3.3
2019,4,2,17:30,UTC,0,57,0,3.2,2.8
2019,4,2,17:40,UTC,0,57,0,3.2,2.6
2019,4,2,17:50,UTC,0,56,0,3.3,3.1
2019,4,2,18:00,UTC,0,57,0,3.1,2.6
2019,4,2,18:10,UTC,0,57,0,3,2.3
2019,4,2,18:20,UTC,0,57,0,2.9,2.3
2019,4,2,18:30,UTC,0,57,0,2.8,2.4
2019,4,2,18:40,UTC,0,56,0,3,2.2
2019,4,2,18:50,UTC,0,66,0,2.2,1.8
2019,4,2,19:00,UTC,0,75,0,1.8,2.9
2019,4,2,19:10,UTC,0,76,0,1.7,2.8
2019,4,2,19:20,UTC,0,76,0,1.7,2.7
2019,4,2,19:30,UTC,0,78,0,1.3,2.8
2019,4,2,19:40,UTC,0,78,0,1.3,2.9
2019,4,2,19:50,UTC,0,78,0,1.3,3.5
2019,4,2,20:00,UTC,0,75,0,1.4,3.6
2019,4,2,20:10,UTC,0,74,0,1.6,3.8
2019,4,2,20:20,UTC,0,73,0,1.8,3.8
2019,4,2,20:30,UTC,0,72,0,1.8,3.8
2019,4,2,20:40,UTC,0,70,0,2,4.3
2019,4,2,20:50,UTC,0,66,0,2.4,5
2019,4,2,21:00,UTC,0,68,0,2,4.1
2019,4,2,21:10,UTC,0,65,0,2.3,3.7
2019,4,2,21:20,UTC,0,66,0,2.2,3.6
2019,4,2,21:30,UTC,0,67,0,2.2,2.9
2019,4,2,21:40,UTC,0,69,0,2.1,2.6
2019,4,2,21:50,UTC,0,70,0,1.9,2.4
2019,4,2,22:00,UTC,0,70,0,1.8,2.9
2019,4,2,22:10,UTC,0,71,0,1.8,3.5
2019,4,2,22:20,UTC,0,71,0,1.8,3.2
2019,4,2,22:30,UTC,0,71,0,1.8,3.1
2019,4,2,22:40,UTC,0,71,0,1.8,3
2019,4,2,22:50,UTC,0,71,0,1.8,3.2
2019,4,2,23:00,UTC,0,73,0,1.5,3.5
2019,4,2,23:10,UTC,0,71,0,1.6,3.1
2019,4,2,23:20,UTC,0,70,0,1.6,3.3
2019,4,2,23:30,UTC,0,68,0,1.7,3.5
2019,4,2,23:40,UTC,0,68,0,1.7,3.6
2019,4,2,23:50,UTC,0,67,0,1.8,3.8
2019,4,3,00:00,UTC,0,67,0,1.8,3.7
2019,4,3,00:10,UTC,0,65,0,1.7,3.8
2019,4,3,00:20,UTC,0,62,0,2.1,3.9
2019,4,3,00:30,UTC,0,57,0,2.7,4.4
2019,4,3,00:40,UTC,0,56,0,2.8,4.8
2019,4,3,00:50,UTC,0,55,0,2.9,5.2
2019,4,3,01:00,UTC,0,57,0,2.7,5
2019,4,3,01:10,UTC,0,58,0,2.7,4.8
2019,4,3,01:20,UTC,0,60,0,2.6,4.7
2019,4,3,01:30,UTC,0,60,0,2.7,4.2
2019,4,3,01:40,UTC,0,63,0,2.3,4.3
2019,4,3,01:50,UTC,0,63,0,2.4,4.1
2019,4,3,02:00,UTC,0,62,0,2.3,4
2019,4,3,02:10,UTC,0,64,0,2.2,4.7
2019,4,3,02:20,UTC,0,64,0,2.2,4.3
2019,4,3,02:30,UTC,0,64,0,2.2,4
2019,4,3,02:40,UTC,0,65,0,2,3.2
2019,4,3,02:50,UTC,0,66,0,2.1,3.6
2019,4,3,03:00,UTC,0,66,0,1.9,3.2
2019,4,3,03:10,UTC,0,64,0,2,3
2019,4,3,03:20,UTC,0,64,0,2,2.7
2019,4,3,03:30,UTC,0,63,0,2.2,2.9
2019,4,3,03:40,UTC,0,64,0,1.9,3.2
2019,4,3,03:50,UTC,0,64,0,2.1,2.2
2019,4,3,04:00,UTC,0,64,0,1.9,2.4
2019,4,3,04:10,UTC,0,65,0,2,2.6
2019,4,3,04:20,UTC,0,65,0,2,2.3
2019,4,3,04:30,UTC,0,62,0,2.3,3
2019,4,3,04:40,UTC,0,60,0,2.6,4.1
2019,4,3,04:50,UTC,0,61,0,2.6,2.4
2019,4,3,05:00,UTC,0,60,0,2.8,3.4
2019,4,3,05:10,UTC,0,62,0,2.9,2.3
2019,4,3,05:20,UTC,0,61,0,3.1,3.5
2019,4,3,05:30,UTC,0,58,0,3.7,3.7
2019,4,3,05:40,UTC,1,58,0,4,4
2019,4,3,05:50,UTC,1,56,0,4.4,3.5
2019,4,3,06:00,UTC,1,54,0,4.7,2.5
2019,4,3,06:10,UTC,0,53,0,5.1,2.6
2019,4,3,06:20,UTC,0,54,0,5.3,2.4
2019,4,3,06:30,UTC,0,53,0,5.4,2.7
2019,4,3,06:40,UTC,0,55,0,5.4,3.4
2019,4,3,06:50,UTC,0,54,0,5.5,3.6
2019,4,3,07:00,UTC,0,54,0,5.3,4.2
2019,4,3,07:10,UTC,0,54,0,5.4,3.4
2019,4,3,07:20,UTC,0,53,0,5.5,3.1
2019,4,3,07:30,UTC,0,52,0,5.4,4.4
2019,4,3,07:40,UTC,0,50,0,6.1,3.5
2019,4,3,07:50,UTC,0,50,0,6,3.5
2019,4,3,08:00,UTC,0,51,0,6.4,3.5
2019,4,3,08:10,UTC,0,49,0,6.2,4.7
2019,4,3,08:20,UTC,0,48,0,6.9,3.3
2019,4,3,08:30,UTC,0,49,0,6.6,4.6
2019,4,3,08:40,UTC,0,47,0,6.7,4.8
2019,4,3,08:50,UTC,0,46,0,7.3,5
2019,4,3,09:00,UTC,0,46,0,7.1,4.5
2019,4,3,09:10,UTC,0,45,0,7.3,4.4
2019,4,3,09:20,UTC,0,42,0,8,3.6
2019,4,3,09:30,UTC,0,42,0,7.9,4.9
2019,4,3,09:40,UTC,0,43,0,8.4,3.5
2019,4,3,09:50,UTC,0,39,0,8.9,4.3
2019,4,3,10:00,UTC,0,38,0,9.2,3.6
2019,4,3,10:10,UTC,0,39,0,9,5.5
2019,4,3,10:20,UTC,0,38,0,9.7,5.3
2019,4,3,10:30,UTC,0,37,0,9.7,5.5
2019,4,3,10:40,UTC,0,39,0,9.5,5.4
2019,4,3,10:50,UTC,0,38,0,9.5,5.1
2019,4,3,11:00,UTC,0,39,0,9.9,6.3
2019,4,3,11:10,UTC,0,37,0,10,5.8
2019,4,3,11:20,UTC,0,38,0,10.3,5.7
2019,4,3,11:30,UTC,0,36,0,10.4,5.2
2019,4,3,11:40,UTC,0,34,0,10.9,5.1
2019,4,3,11:50,UTC,0,33,0,11.5,4
2019,4,3,12:00,UTC,0,31,0,11.4,3.7
2019,4,3,12:10,UTC,0,32,0,11,4.9
2019,4,3,12:20,UTC,0,31,0,11,5.2
2019,4,3,12:30,UTC,0,32,0,11.3,5.3
2019,4,3,12:40,UTC,0,32,0,11.4,4.7
2019,4,3,12:50,UTC,0,32,0,11.5,4.9
2019,4,3,13:00,UTC,0,31,0,11.2,4.5
2019,4,3,13:10,UTC,0,32,0,11.4,5
2019,4,3,13:20,UTC,0,32,0,11.6,4.4
2019,4,3,13:30,UTC,0,35,0,10.4,3.9
2019,4,3,13:40,UTC,0,36,0,9.8,4.2
2019,4,3,13:50,UTC,0,38,0,10,3.3
2019,4,3,14:00,UTC,0,38,0,9.7,3.7
2019,4,3,14:10,UTC,0,39,0,9.5,3
2019,4,3,14:20,UTC,0,39,0,9.6,3.5
2019,4,3,14:30,UTC,0,39,0,9.2,3.8
2019,4,3,14:40,UTC,0,40,0,9.6,3.6
2019,4,3,14:50,UTC,0,42,0,8.8,3.1
2019,4,3,15:00,UTC,0,44,0,8.6,2.8
2019,4,3,15:10,UTC,0,45,0,8.6,2.5
2019,4,3,15:20,UTC,0,45,0,8.3,2.2
2019,4,3,15:30,UTC,0,47,0,7.8,3.6
2019,4,3,15:40,UTC,0,49,0,7.6,3.4
2019,4,3,15:50,UTC,0,51,0,7.2,2.7
2019,4,3,16:00,UTC,0,51,0,7.1,2.6
2019,4,3,16:10,UTC,0,52,0,7,2.4
2019,4,3,16:20,UTC,0,53,0,6.8,2.3
2019,4,3,16:30,UTC,0,55,0,6.5,2.9
2019,4,3,16:40,UTC,0,56,0,6.2,3.2
2019,4,3,16:50,UTC,0,58,0,5.9,3.3
2019,4,3,17:00,UTC,0,58,0,5.9,3.5
2019,4,3,17:10,UTC,0,59,0,5.6,3.4
2019,4,3,17:20,UTC,0,59,0,5.7,3
2019,4,3,17:30,UTC,0,58,0,5.7,3
2019,4,3,17:40,UTC,0,57,0,5.8,3.2
2019,4,3,17:50,UTC,0,53,0,6.4,3.8
2019,4,3,18:00,UTC,0,52,0,6.5,4.3
2019,4,3,18:10,UTC,0,48,0,7,4.7
2019,4,3,18:20,UTC,0,43,0,7.8,5.4
2019,4,3,18:30,UTC,0,42,0,8,5.8
2019,4,3,18:40,UTC,0,41,0,8.1,5.9
2019,4,3,18:50,UTC,0,40,0,8.3,6.6
2019,4,3,19:00,UTC,0,39,0,8.2,5.9
2019,4,3,19:10,UTC,0,37,0,8.6,6.2
2019,4,3,19:20,UTC,0,39,0,8.3,5.3
2019,4,3,19:30,UTC,0,38,0,8.4,6.2
2019,4,3,19:40,UTC,0,40,0,7.9,6.4
2019,4,3,19:50,UTC,0,41,0,7.5,5.5
2019,4,3,20:00,UTC,0,43,0,7.3,5.7
2019,4,3,20:10,UTC,0,44,0,6.9,5.2
2019,4,3,20:20,UTC,0,44,0,7.1,4.7
2019,4,3,20:30,UTC,0,45,0,6.8,4.5
2019,4,3,20:40,UTC,0,46,0,6.5,3.7
2019,4,3,20:50,UTC,0,49,0,6.2,4.2
2019,4,3,21:00,UTC,0,48,0,6.3,4.4
2019,4,3,21:10,UTC,0,47,0,6.3,4
2019,4,3,21:20,UTC,0,46,0,6.3,4
2019,4,3,21:30,UTC,0,46,0,6.4,4.6
2019,4,3,21:40,UTC,0,45,0,6.4,4.6
2019,4,3,21:50,UTC,0,46,0,6.1,4.7
2019,4,3,22:00,UTC,0,46,0,6.1,4.1
2019,4,3,22:10,UTC,0,46,0,6.3,5.6
2019,4,3,22:20,UTC,0,48,0,5.9,5.3
2019,4,3,22:30,UTC,0,48,0,5.8,5.2
2019,4,3,22:40,UTC,1,48,0,5.8,5.8
2019,4,3,22:50,UTC,1,47,0,6,5.7
2019,4,3,23:00,UTC,1,48,0,5.9,5.7
2019,4,3,23:10,UTC,1,47,0,5.9,5.6
2019,4,3,23:20,UTC,3,48,0,5.8,6.1
2019,4,3,23:30,UTC,1,49,0,5.5,6.2
2019,4,3,23:40,UTC,1,47,0,5.6,5.7
2019,4,3,23:50,UTC,0,47,0,5.7,5.4
2019,4,4,00:00,UTC,0,49,0,5.5,5.9
2019,4,4,00:10,UTC,0,50,0,5.4,6
2019,4,4,00:20,UTC,0,51,0,5.2,5.5
2019,4,4,00:30,UTC,0,53,0,4.8,5
2019,4,4,00:40,UTC,0,53,0,4.8,5.5
2019,4,4,00:50,UTC,0,52,0,4.9,5.2
2019,4,4,01:00,UTC,0,52,0,4.8,4.9
2019,4,4,01:10,UTC,0,54,0,4.5,5
2019,4,4,01:20,UTC,0,54,0,4.6,5.6
2019,4,4,01:30,UTC,0,55,0,4.4,5.7
2019,4,4,01:40,UTC,0,55,0,4.3,5
2019,4,4,01:50,UTC,0,55,0,4.4,4.5
2019,4,4,02:00,UTC,0,54,0,4.3,3.5
2019,4,4,02:10,UTC,0,50,0,4.8,3.8
2019,4,4,02:20,UTC,0,50,0,5,4.2
2019,4,4,02:30,UTC,3,52,0,4.6,4.5
2019,4,4,02:40,UTC,3,55,0,4,3.7
2019,4,4,02:50,UTC,3,54,0,4.3,3.5
2019,4,4,03:00,UTC,1,54,0,4.3,3.1
2019,4,4,03:10,UTC,0,55,0,4.1,3.8
2019,4,4,03:20,UTC,1,54,0,4.2,4.1
2019,4,4,03:30,UTC,1,56,0,3.9,4
2019,4,4,03:40,UTC,1,58,0,3.7,3.2
2019,4,4,03:50,UTC,0,56,0,4,4.9
2019,4,4,04:00,UTC,0,57,0,3.8,4.1
2019,4,4,04:10,UTC,0,58,0,3.8,4.5
2019,4,4,04:20,UTC,0,57,0,4,4.7
2019,4,4,04:30,UTC,0,56,0,4.2,4.9
2019,4,4,04:40,UTC,0,55,0,4.2,4.2
2019,4,4,04:50,UTC,0,54,0,4.4,4.7
2019,4,4,05:00,UTC,0,56,0,4.3,4.6
2019,4,4,05:10,UTC,0,55,0,4.4,4.8
2019,4,4,05:20,UTC,0,54,0,4.6,4.5
2019,4,4,05:30,UTC,0,54,0,4.8,3.9
2019,4,4,05:40,UTC,0,53,0,5.1,4.4
2019,4,4,05:50,UTC,0,52,0,5.4,4.5
2019,4,4,06:00,UTC,0,53,0,5.6,4
2019,4,4,06:10,UTC,0,51,0,5.7,3.9
2019,4,4,06:20,UTC,0,51,0,5.7,4.4
2019,4,4,06:30,UTC,0,51,0,5.8,4.3
2019,4,4,06:40,UTC,0,51,0,6.1,4.3
2019,4,4,06:50,UTC,0,49,0,6.1,4
2019,4,4,07:00,UTC,0,48,0,6.8,3.4
2019,4,4,07:10,UTC,0,46,0,6.9,4.5
2019,4,4,07:20,UTC,0,45,0,7.2,5.3
2019,4,4,07:30,UTC,0,46,0,8,3
2019,4,4,07:40,UTC,0,46,0,7.4,4
2019,4,4,07:50,UTC,0,47,0,7.1,4
2019,4,4,08:00,UTC,0,45,0,7.5,3.4
2019,4,4,08:10,UTC,0,44,0,8.3,3.3
2019,4,4,08:20,UTC,0,41,0,8.9,4.6
2019,4,4,08:30,UTC,0,39,0,9.6,4
