Year,m,d,Time,Time zone,Cloud amount (1/8),Relative humidity (%),Precipitation intensity (mm/h),Air temperature (degC),Wind speed (m/s)
2019,9,1,19:10,UTC,0,87,0,17.9,3.2
2019,9,1,19:20,UTC,0,88,0,17.9,3.7
2019,9,1,19:30,UTC,0,88,0,17.9,3.8
2019,9,1,19:40,UTC,0,88,0,17.7,3.6
2019,9,1,19:50,UTC,0,89,0,17.6,3.3
2019,9,1,20:00,UTC,0,90,0,17.5,3
2019,9,1,20:10,UTC,0,91,0,17,2.2
2019,9,1,20:20,UTC,0,92,0,17.3,2.8
2019,9,1,20:30,UTC,0,93,0,17.3,2.9
2019,9,1,20:40,UTC,0,92,0,17.4,2.8
2019,9,1,20:50,UTC,0,90,0,17.5,3.2
2019,9,1,21:00,UTC,0,89,0,17.5,3.5
2019,9,1,21:10,UTC,0,85,0,18.2,3.8
2019,9,1,21:20,UTC,0,81,0,18.5,3.9
2019,9,1,21:30,UTC,0,81,0,18.2,4
2019,9,1,21:40,UTC,0,81,0,18.1,4.6
2019,9,1,21:50,UTC,0,79,0,18.3,4.4
2019,9,1,22:00,UTC,0,81,0,18.2,4.3
2019,9,1,22:10,UTC,0,79,0,18.6,4.7
2019,9,1,22:20,UTC,0,81,0,18.4,4.7
2019,9,1,22:30,UTC,0,82,0,18.3,4.6
2019,9,1,22:40,UTC,0,84,0,18.1,4.3
2019,9,1,22:50,UTC,0,83,0,18.1,4.4
2019,9,1,23:00,UTC,0,82,0,18.2,4.4
2019,9,1,23:10,UTC,0,84,0,17.9,3.4
2019,9,1,23:20,UTC,0,84,0,17.9,3.9
2019,9,1,23:30,UTC,0,85,0,17.8,4.1
2019,9,1,23:40,UTC,0,85,0,17.7,4
2019,9,1,23:50,UTC,0,85,0,17.5,3.4
2019,9,2,00:00,UTC,0,83,0,17.6,4
2019,9,2,00:10,UTC,0,83,0,17.6,3.6
2019,9,2,00:20,UTC,0,84,0,17.5,3.4
2019,9,2,00:30,UTC,0,86,0,17.3,3.5
2019,9,2,00:40,UTC,0,86,0,17.3,3.5
2019,9,2,00:50,UTC,0,87,0,17.4,3.7
2019,9,2,01:00,UTC,0,87,0,17.3,3.7
2019,9,2,01:10,UTC,0,88,0,17.2,3.3
2019,9,2,01:20,UTC,0,88,0,17,3.1
2019,9,2,01:30,UTC,0,89,0,16.9,3.4
2019,9,2,01:40,UTC,0,89,0,16.9,3.4
2019,9,2,01:50,UTC,0,89,0,16.9,3.4
2019,9,2,02:00,UTC,1,89,0,17,3.3
2019,9,2,02:10,UTC,1,90,0,17,3.1
2019,9,2,02:20,UTC,3,89,0,17.1,3.7
2019,9,2,02:30,UTC,1,89,0,17.1,3.4
2019,9,2,02:40,UTC,1,90,0,16.8,2.8
2019,9,2,02:50,UTC,1,90,0,16.9,3.1
2019,9,2,03:00,UTC,1,91,0,16.8,2.9
2019,9,2,03:10,UTC,1,91,0,16.7,2.7
2019,9,2,03:20,UTC,1,92,0,16.5,2.8
2019,9,2,03:30,UTC,0,91,0,16.8,3.2
2019,9,2,03:40,UTC,0,90,0,16.8,2.1
2019,9,2,03:50,UTC,1,91,0,16.6,1.5
2019,9,2,04:00,UTC,1,92,0,16.7,3.6
2019,9,2,04:10,UTC,1,91,0,17,4.4
2019,9,2,04:20,UTC,0,90,0,17.1,3.3
2019,9,2,04:30,UTC,0,91,0,17.3,2.9
2019,9,2,04:40,UTC,0,90,0,17.5,2.9
2019,9,2,04:50,UTC,3,88,0,18,3
2019,9,2,05:00,UTC,3,88,0,17.8,3.4
2019,9,2,05:10,UTC,5,87,0,18,3.5
2019,9,2,05:20,UTC,5,86,0,18.1,4.3
2019,9,2,05:30,UTC,3,87,0,18.1,5.2
2019,9,2,05:40,UTC,3,84,0,18.6,5.1
2019,9,2,05:50,UTC,1,83,0,19.1,5.6
2019,9,2,06:00,UTC,1,81,0,19.2,5.5
2019,9,2,06:10,UTC,1,80,0,19.4,5.5
2019,9,2,06:20,UTC,1,79,0,19.6,4.9
2019,9,2,06:30,UTC,1,79,0,19.7,4.9
2019,9,2,06:40,UTC,1,79,0,19.6,5.5
2019,9,2,06:50,UTC,0,77,0,19.8,5
2019,9,2,07:00,UTC,0,79,0,19.8,5.4
2019,9,2,07:10,UTC,0,76,0,20.1,5.1
2019,9,2,07:20,UTC,0,75,0,20.1,5
2019,9,2,07:30,UTC,0,75,0,20.1,4.7
2019,9,2,07:40,UTC,0,75,0,20.2,4.9
2019,9,2,07:50,UTC,0,75,0,20.2,4.6
2019,9,2,08:00,UTC,0,73,0,20.5,4.9
2019,9,2,08:10,UTC,0,73,0,20.7,4.6
2019,9,2,08:20,UTC,0,73,0,20.5,5.4
2019,9,2,08:30,UTC,0,72,0,20.7,5.8
2019,9,2,08:40,UTC,0,71,0,21.1,4.4
2019,9,2,08:50,UTC,0,74,0,20.7,4.3
2019,9,2,09:00,UTC,0,72,0,21.3,4
2019,9,2,09:10,UTC,0,69,0,21.2,4.8
2019,9,2,09:20,UTC,0,68,0,21.4,5.7
2019,9,2,09:30,UTC,0,69,0,21.6,6.5
2019,9,2,09:40,UTC,0,67,0,21.9,6.8
2019,9,2,09:50,UTC,0,67,0,22.2,7
2019,9,2,10:00,UTC,0,66,0,22,6
2019,9,2,10:10,UTC,0,65,0,22.4,5.1
2019,9,2,10:20,UTC,0,64,0,22.3,5.5
2019,9,2,10:30,UTC,0,64,0,22.7,5.9
2019,9,2,10:40,UTC,0,64,0,22.8,6.1
2019,9,2,10:50,UTC,0,65,0,23,4.3
2019,9,2,11:00,UTC,0,63,0,23,4.2
2019,9,2,11:10,UTC,0,63,0,23.3,4.8
2019,9,2,11:20,UTC,0,61,0,23.4,6.1
2019,9,2,11:30,UTC,0,60,0,23.4,5.8
2019,9,2,11:40,UTC,1,62,0,22.7,6.1
2019,9,2,11:50,UTC,1,60,0,23.2,5
2019,9,2,12:00,UTC,1,62,0,22.6,5.6
2019,9,2,12:10,UTC,1,64,0,22.6,5.3
2019,9,2,12:20,UTC,5,64,0,22.3,4.3
2019,9,2,12:30,UTC,5,65,0,22.3,3.9
2019,9,2,12:40,UTC,7,65,0,22.2,4.8
2019,9,2,12:50,UTC,7,67,0,22,4.3
2019,9,2,13:00,UTC,7,66,0,22.1,3.7
2019,9,2,13:10,UTC,7,67,0,21.9,3.3
2019,9,2,13:20,UTC,7,69,0,21.7,4
2019,9,2,13:30,UTC,7,69,0,21.7,3.4
2019,9,2,13:40,UTC,7,71,0,21.3,3
2019,9,2,13:50,UTC,7,72,0,21.3,2.5
2019,9,2,14:00,UTC,7,71,0,21.3,3.5
2019,9,2,14:10,UTC,7,75,0,20.7,4.3
2019,9,2,14:20,UTC,8,78,0,20.3,3.1
2019,9,2,14:30,UTC,8,81,0,20.1,2.6
2019,9,2,14:40,UTC,8,82,0,19.9,2
2019,9,2,14:50,UTC,8,83,0,19.8,1.9
2019,9,2,15:00,UTC,7,83,0,19.8,3.8
2019,9,2,15:10,UTC,8,87,0,19.3,4.2
2019,9,2,15:20,UTC,8,89,0,19.2,3.9
2019,9,2,15:30,UTC,8,91,0,18.9,4.4
2019,9,2,15:40,UTC,7,94,4.3,18.3,5.8
2019,9,2,15:50,UTC,7,96,4.3,18,4.5
2019,9,2,16:00,UTC,7,96,2.6,17.9,3.9
2019,9,2,16:10,UTC,7,97,0,17.9,3.5
2019,9,2,16:20,UTC,7,97,0,17.9,3.7
2019,9,2,16:30,UTC,7,97,1.1,17.9,3.3
2019,9,2,16:40,UTC,7,98,3.3,17.9,4
2019,9,2,16:50,UTC,7,98,4.3,18,5.1
2019,9,2,17:00,UTC,7,95,0,16.8,8.4
2019,9,2,17:10,UTC,8,95,0,16.2,6.4
2019,9,2,17:20,UTC,7,96,4.4,15.9,5.9
2019,9,2,17:30,UTC,7,96,8.1,15.4,6.1
2019,9,2,17:40,UTC,7,95,4.2,14.9,7.2
2019,9,2,17:50,UTC,7,93,1.5,14.4,7.1
2019,9,2,18:00,UTC,7,95,2.8,14.1,8.3
2019,9,2,18:10,UTC,7,94,1.9,14.2,6.3
2019,9,2,18:20,UTC,7,94,0,14.1,5.8
2019,9,2,18:30,UTC,8,95,0,14,4.6
2019,9,2,18:40,UTC,8,95,0,14.1,3.5
2019,9,2,18:50,UTC,8,95,1,14,3.6
2019,9,2,19:00,UTC,7,95,0,14,3.8
2019,9,2,19:10,UTC,8,96,0,13.8,3.5
2019,9,2,19:20,UTC,8,96,0,13.9,3.1
2019,9,2,19:30,UTC,8,95,0,14,4.4
2019,9,2,19:40,UTC,8,94,0,13.7,4.2
2019,9,2,19:50,UTC,7,94,0,13.5,3.2
2019,9,2,20:00,UTC,7,94,0.7,13.5,3
2019,9,2,20:10,UTC,8,95,0,13.4,3
2019,9,2,20:20,UTC,7,96,0,13.3,2.5
2019,9,2,20:30,UTC,7,96,0,13.3,2.9
2019,9,2,20:40,UTC,7,95,0,13.3,3.2
2019,9,2,20:50,UTC,3,95,0,12.9,3.2
2019,9,2,21:00,UTC,1,95,0,12.8,3
2019,9,2,21:10,UTC,1,96,0,12.7,3.3
2019,9,2,21:20,UTC,5,96,0,12.8,2.9
2019,9,2,21:30,UTC,5,95,0,13,2.5
2019,9,2,21:40,UTC,3,94,0,12.8,3.1
2019,9,2,21:50,UTC,1,95,0,12.7,3.1
2019,9,2,22:00,UTC,0,95,0,12.7,3.1
2019,9,2,22:10,UTC,0,96,0,12.6,3.3
2019,9,2,22:20,UTC,0,96,0,12.5,4
2019,9,2,22:30,UTC,0,97,0,12.7,3.7
2019,9,2,22:40,UTC,0,96,0,12.8,3.6
2019,9,2,22:50,UTC,0,97,0,12.8,3.8
2019,9,2,23:00,UTC,0,96,0,12.8,3.4
2019,9,2,23:10,UTC,0,96,0,12.7,3.6
2019,9,2,23:20,UTC,0,96,0,12.9,4.5
2019,9,2,23:30,UTC,1,95,0,13.1,4.4
2019,9,2,23:40,UTC,3,94,0,13.1,3.7
2019,9,2,23:50,UTC,1,94,0,13.3,3.2
2019,9,3,00:00,UTC,3,95,0,13,3.1
2019,9,3,00:10,UTC,3,96,0,13,3.2
2019,9,3,00:20,UTC,5,96,0,12.9,2.6
2019,9,3,00:30,UTC,5,96,0,12.9,2.8
2019,9,3,00:40,UTC,1,96,0,12.8,3.3
2019,9,3,00:50,UTC,1,97,0,12.8,3.3
2019,9,3,01:00,UTC,1,97,0,12.8,3.5
2019,9,3,01:10,UTC,1,96,0,13.1,4.1
2019,9,3,01:20,UTC,1,96,0,13.1,3.7
2019,9,3,01:30,UTC,1,96,0,13.1,3.5
2019,9,3,01:40,UTC,3,96,0,13.2,3.4
2019,9,3,01:50,UTC,5,96,0,13.2,3.2
2019,9,3,02:00,UTC,7,96,0,13.2,3.2
2019,9,3,02:10,UTC,7,95,0,13.4,3.3
2019,9,3,02:20,UTC,8,95,0,13.4,3.3
2019,9,3,02:30,UTC,7,94,0,13.6,3
2019,9,3,02:40,UTC,7,94,0,13.5,2.5
2019,9,3,02:50,UTC,7,95,0,13.2,2
2019,9,3,03:00,UTC,7,96,0,13.1,2.1
2019,9,3,03:10,UTC,7,96,0,13.1,2.1
2019,9,3,03:20,UTC,7,96,0,13.1,2.5
2019,9,3,03:30,UTC,7,97,0,13.2,2.5
2019,9,3,03:40,UTC,7,97,0,13.4,2.7
2019,9,3,03:50,UTC,7,96,0,13.5,2.9
2019,9,3,04:00,UTC,3,96,0,13.7,2.9
2019,9,3,04:10,UTC,1,94,0,13.8,3
2019,9,3,04:20,UTC,0,94,0,14,3.1
2019,9,3,04:30,UTC,0,94,0,14.2,2.8
2019,9,3,04:40,UTC,0,93,0,14.3,2.9
2019,9,3,04:50,UTC,1,91,0,14.5,2.9
2019,9,3,05:00,UTC,1,90,0,14.8,3
2019,9,3,05:10,UTC,1,85,0,15.1,3.2
2019,9,3,05:20,UTC,1,86,0,15,2.6
2019,9,3,05:30,UTC,1,86,0,14.9,3.3
2019,9,3,05:40,UTC,1,85,0,14.9,3.9
2019,9,3,05:50,UTC,1,81,0,15.3,2.9
2019,9,3,06:00,UTC,1,81,0,15.4,3.7
2019,9,3,06:10,UTC,1,80,0,15.6,3.4
2019,9,3,06:20,UTC,1,79,0,15.6,3
2019,9,3,06:30,UTC,1,80,0,15.9,2.4
2019,9,3,06:40,UTC,1,76,0,16.2,2.8
2019,9,3,06:50,UTC,1,74,0,16.5,3.8
2019,9,3,07:00,UTC,1,74,0,16.6,3.9
2019,9,3,07:10,UTC,1,70,0,16.8,3.9
2019,9,3,07:20,UTC,0,73,0,16.5,4.3
2019,9,3,07:30,UTC,0,71,0,16.7,3.9
2019,9,3,07:40,UTC,1,72,0,16.5,3.7
2019,9,3,07:50,UTC,1,71,0,16.2,4.2
2019,9,3,08:00,UTC,0,73,0,16.3,3.8
2019,9,3,08:10,UTC,0,72,0,16.3,4.5
2019,9,3,08:20,UTC,0,71,0,16.2,4.1
2019,9,3,08:30,UTC,0,69,0,16.6,4.8
2019,9,3,08:40,UTC,1,69,0,16.6,4.4
2019,9,3,08:50,UTC,1,69,0,17.1,4.1
2019,9,3,09:00,UTC,1,67,0,17.2,3.8
2019,9,3,09:10,UTC,1,67,0,17.3,3.3
2019,9,3,09:20,UTC,1,67,0,17.2,3.9
2019,9,3,09:30,UTC,1,61,0,17.8,4
2019,9,3,09:40,UTC,1,64,0,17.7,4.2
2019,9,3,09:50,UTC,1,58,0,17.9,5
2019,9,3,10:00,UTC,1,62,0,17.1,4.6
2019,9,3,10:10,UTC,1,63,0,17,4.7
2019,9,3,10:20,UTC,1,62,0,17.6,4.5
2019,9,3,10:30,UTC,0,61,0,18.5,2.8
2019,9,3,10:40,UTC,1,63,0,18.1,3.4
2019,9,3,10:50,UTC,1,62,0,18.2,4
2019,9,3,11:00,UTC,1,62,0,18.6,3.5
2019,9,3,11:10,UTC,1,61,0,18.3,4.9
2019,9,3,11:20,UTC,1,60,0,18.8,5.2
2019,9,3,11:30,UTC,0,60,0,19.2,4.2
2019,9,3,11:40,UTC,1,60,0,19.5,4.7
2019,9,3,11:50,UTC,3,58,0,19.2,6.2
2019,9,3,12:00,UTC,5,61,0,19,6.4
2019,9,3,12:10,UTC,3,66,0,18.7,6.8
2019,9,3,12:20,UTC,1,64,0,18.6,7.9
2019,9,3,12:30,UTC,0,60,0,18.4,6.2
2019,9,3,12:40,UTC,0,61,0,19,6.2
2019,9,3,12:50,UTC,0,60,0,18.9,6.3
2019,9,3,13:00,UTC,0,60,0,18.7,6.4
2019,9,3,13:10,UTC,1,58,0,18.7,6.2
2019,9,3,13:20,UTC,1,55,0,18.9,7.2
2019,9,3,13:30,UTC,1,56,0,18.2,7.4
2019,9,3,13:40,UTC,1,59,0,18.2,6.3
2019,9,3,13:50,UTC,1,60,0,18.1,6.5
2019,9,3,14:00,UTC,1,60,0,18.1,5.3
2019,9,3,14:10,UTC,1,58,0,17.8,6.7
2019,9,3,14:20,UTC,1,55,0,18,6.9
2019,9,3,14:30,UTC,0,56,0,17.2,6.6
2019,9,3,14:40,UTC,0,60,0,17.5,5.2
2019,9,3,14:50,UTC,0,60,0,17.1,6.1
2019,9,3,15:00,UTC,0,61,0,17,5.8
2019,9,3,15:10,UTC,0,61,0,17,5.8
2019,9,3,15:20,UTC,0,60,0,17.2,5.8
2019,9,3,15:30,UTC,0,62,0,17.5,5.2
2019,9,3,15:40,UTC,0,61,0,17.5,5.6
2019,9,3,15:50,UTC,0,59,0,17.2,5.3
2019,9,3,16:00,UTC,0,59,0,16.9,6.3
2019,9,3,16:10,UTC,0,60,0,16.8,5.8
2019,9,3,16:20,UTC,0,58,0,16.6,5.9
2019,9,3,16:30,UTC,0,60,0,16.3,6.2
2019,9,3,16:40,UTC,0,63,0,15.9,6.1
2019,9,3,16:50,UTC,0,64,0,15.8,6.1
2019,9,3,17:00,UTC,0,67,0,15.5,5.5
2019,9,3,17:10,UTC,0,67,0,15.4,5.6
2019,9,3,17:20,UTC,0,69,0,15.1,4.8
2019,9,3,17:30,UTC,0,70,0,15.1,5.3
2019,9,3,17:40,UTC,0,70,0,15.1,4.8
2019,9,3,17:50,UTC,0,70,0,15,5.1
2019,9,3,18:00,UTC,1,71,0,14.8,5.1
2019,9,3,18:10,UTC,1,72,0,14.7,5
2019,9,3,18:20,UTC,1,72,0,14.6,4.6
2019,9,3,18:30,UTC,0,73,0,14.4,4.1
2019,9,3,18:40,UTC,1,73,0,14.4,4
2019,9,3,18:50,UTC,3,75,0,14.1,3.5
2019,9,3,19:00,UTC,1,77,0,13.8,3.4
2019,9,3,19:10,UTC,1,77,0,13.7,2.9
2019,9,3,19:20,UTC,1,78,0,13.4,3
2019,9,3,19:30,UTC,0,79,0,13.3,2.8
2019,9,3,19:40,UTC,0,79,0,13.3,2.7
2019,9,3,19:50,UTC,0,81,0,13,2.9
2019,9,3,20:00,UTC,0,78,0,13.3,2.9
2019,9,3,20:10,UTC,0,80,0,13,2.7
2019,9,3,20:20,UTC,0,81,0,12.8,2.9
2019,9,3,20:30,UTC,0,81,0,12.6,2.5
2019,9,3,20:40,UTC,0,80,0,12.5,2.3
2019,9,3,20:50,UTC,0,83,0,12,1.7
2019,9,3,21:00,UTC,0,84,0,11.8,1.5
2019,9,3,21:10,UTC,0,84,0,11.9,1.4
2019,9,3,21:20,UTC,0,83,0,12.1,0.9
2019,9,3,21:30,UTC,0,83,0,12.1,1.1
2019,9,3,21:40,UTC,0,85,0,12,1.4
2019,9,3,21:50,UTC,0,85,0,11.8,1.6
2019,9,3,22:00,UTC,0,88,0,11.6,1.8
2019,9,3,22:10,UTC,0,87,0,11.9,1.5
2019,9,3,22:20,UTC,0,87,0,12.1,1.3
2019,9,3,22:30,UTC,1,88,0,12.2,1.1
2019,9,3,22:40,UTC,1,90,0,12.1,1.3
2019,9,3,22:50,UTC,1,91,0,11.8,1.7
2019,9,3,23:00,UTC,1,91,0,11.3,2.1
2019,9,3,23:10,UTC,0,93,0,11.1,2
2019,9,3,23:20,UTC,0,93,0,10.8,2.2
2019,9,3,23:30,UTC,0,93,0,11.1,3.2
2019,9,3,23:40,UTC,0,84,0,11.9,3.5
2019,9,3,23:50,UTC,0,78,0,12.6,3.3
2019,9,4,00:00,UTC,0,77,0,12.9,2.8
2019,9,4,00:10,UTC,0,76,0,13.1,3.2
2019,9,4,00:20,UTC,0,76,0,13.2,3
2019,9,4,00:30,UTC,0,75,0,13.7,4.2
2019,9,4,00:40,UTC,1,74,0,13.9,4.3
2019,9,4,00:50,UTC,1,74,0,13.9,4.6
2019,9,4,01:00,UTC,3,74,0,14.1,3.8
2019,9,4,01:10,UTC,5,73,0,14.4,4.1
2019,9,4,01:20,UTC,5,74,0,14.6,4
2019,9,4,01:30,UTC,7,74,0,14.9,4.3
2019,9,4,01:40,UTC,7,73,0,15.1,4.3
2019,9,4,01:50,UTC,7,73,0,15.1,4
2019,9,4,02:00,UTC,7,74,0,15.2,4.5
2019,9,4,02:10,UTC,7,72,0,15.1,5.1
2019,9,4,02:20,UTC,7,71,0,15.1,4.3
2019,9,4,02:30,UTC,5,70,0,15,5.2
2019,9,4,02:40,UTC,5,73,0,14.8,4.2
2019,9,4,02:50,UTC,5,72,0,15,4.7
2019,9,4,03:00,UTC,5,74,0,15,5.1
2019,9,4,03:10,UTC,7,76,0,15.1,5.2
2019,9,4,03:20,UTC,7,74,0,15.2,6.4
2019,9,4,03:30,UTC,7,75,0,15.2,6.3
2019,9,4,03:40,UTC,7,77,0,15.1,5.6
2019,9,4,03:50,UTC,7,78,0,15.2,6
2019,9,4,04:00,UTC,7,79,0,15.2,5.4
2019,9,4,04:10,UTC,8,79,0,15.3,5.6
2019,9,4,04:20,UTC,7,80,0,15.4,6.3
2019,9,4,04:30,UTC,7,81,0,15.4,6
2019,9,4,04:40,UTC,7,82,0,15.3,4.9
2019,9,4,04:50,UTC,7,82,0,15.3,5.9
2019,9,4,05:00,UTC,7,83,0,15.3,4.7
2019,9,4,05:10,UTC,7,82,0,15.4,5.5
2019,9,4,05:20,UTC,7,83,0,15.4,5.5
2019,9,4,05:30,UTC,7,84,0,15.3,5.6
2019,9,4,05:40,UTC,7,85,0,15.4,4.3
2019,9,4,05:50,UTC,7,84,0,15.6,4.7
2019,9,4,06:00,UTC,7,85,0,15.8,5.8
2019,9,4,06:10,UTC,7,84,0,16.1,6.2
2019,9,4,06:20,UTC,7,84,0,16,5.3
2019,9,4,06:30,UTC,7,86,0,15.9,5.4
2019,9,4,06:40,UTC,7,86,0,16,5.6
2019,9,4,06:50,UTC,7,85,0,16.1,5.5
2019,9,4,07:00,UTC,7,84,0,16.2,5.8
2019,9,4,07:10,UTC,7,85,0,16.2,5.7
2019,9,4,07:20,UTC,7,85,0,16.5,4.8
2019,9,4,07:30,UTC,7,83,0,16.8,4.5
2019,9,4,07:40,UTC,7,84,0,16.6,5
2019,9,4,07:50,UTC,7,81,0,17.5,4.4
2019,9,4,08:00,UTC,7,79,0,17.2,5.2
2019,9,4,08:10,UTC,7,81,0,17.3,4.6
2019,9,4,08:20,UTC,7,81,0,17.5,5.1
